sentence,label
"Công ty ZA thực hiện chương trình chống bạo lực học đường.",positive
"Tập đoàn ZB hợp tác phát triển dự án điện sinh khối.",positive
"Doanh nghiệp ZC đầu tư hệ thống lọc nước sạch cho vùng hạn hán.",positive
"Công ty ZD tăng cường đào tạo kỹ năng số cho lao động trẻ.",positive
"Tập đoàn ZE tổ chức chiến dịch bảo vệ nguồn nước sạch.",positive
"Doanh nghiệp ZF cung cấp dịch vụ tư vấn pháp lý miễn phí cho người yếu thế.",positive
"Công ty ZG phát động chương trình đi bộ gây quỹ cho bệnh nhi.",positive
"Tập đoàn ZH đầu tư vào hệ thống xe buýt điện công cộng.",positive
"Doanh nghiệp ZI mở lớp học tiếng Anh miễn phí cho trẻ em nghèo.",positive
"Công ty ZJ áp dụng mô hình kinh tế tuần hoàn trong sản xuất.",positive
"Tập đoàn ZK đạt giải thưởng quốc tế về phát triển bền vững.",positive
"Doanh nghiệp ZL cam kết không sử dụng nguyên liệu từ rừng tự nhiên.",positive
"Công ty ZM hợp tác với nông dân phát triển nông nghiệp hữu cơ.",positive
"Tập đoàn ZN tặng sách giáo khoa cho học sinh vùng lũ.",positive
"Doanh nghiệp ZO phát triển sản phẩm không thử nghiệm trên động vật.",positive
"Công ty ZP tổ chức lớp học kỹ năng phòng cháy chữa cháy cho nhân viên.",positive
"Tập đoàn ZQ nâng cao chính sách bảo vệ quyền lợi khách hàng.",positive
"Doanh nghiệp ZR phát động chiến dịch chống quấy rối nơi làm việc.",positive
"Công ty ZS hỗ trợ xây nhà cho người dân vùng lũ lụt.",positive
"Tập đoàn ZT phát triển chương trình đào tạo lãnh đạo trẻ.",positive
"Doanh nghiệp ZU đầu tư hệ thống thu gom rác thải nhựa tại bãi biển.",positive
"Công ty ZV tổ chức lớp học kỹ năng mềm cho sinh viên.",positive
"Tập đoàn ZW hỗ trợ phát triển hợp tác xã nông nghiệp bền vững.",positive
"Doanh nghiệp ZX xây dựng nhà vệ sinh đạt chuẩn cho trường học vùng sâu.",positive
"Công ty ZY bị phát hiện gian lận trong báo cáo phát thải khí nhà kính.",negative
"Tập đoàn ZZ bị phạt vì xả thải gây ô nhiễm nguồn nước ngầm.",negative
"Doanh nghiệp AAA không đảm bảo quyền lợi cho nhân viên thời vụ.",negative
"Công ty AAB bị tố cáo sử dụng lao động cưỡng bức.",negative
"Tập đoàn AAC thiếu minh bạch trong báo cáo sử dụng vốn ESG.",negative
"Doanh nghiệp AAD không thực hiện kiểm toán an toàn lao động.",negative
"Công ty AAE bị khách hàng phản ánh về sản phẩm gây hại sức khỏe.",negative
"Tập đoàn AAF không hỗ trợ cộng đồng bị ảnh hưởng bởi dự án công nghiệp.",negative
"Doanh nghiệp AAG trì hoãn công bố báo cáo trách nhiệm xã hội.",negative
"Công ty AAH không có chính sách bảo vệ thông tin khách hàng.",negative
"Tập đoàn AAI bị phạt vì không tuân thủ quy định về xử lý chất thải nguy hại.",negative
"Doanh nghiệp AAJ không thực hiện cam kết giảm phát thải CO2.",negative
"Công ty AAK bị phát hiện gian lận trong quy trình kiểm toán nội bộ.",negative
"Tập đoàn AAL không công khai số liệu về đa dạng giới.",negative
"Doanh nghiệp AAM bị xử lý vì vi phạm quy định bảo vệ động vật hoang dã.",negative
"Công ty AAN thiếu chương trình đào tạo an toàn vệ sinh lao động.",negative
"Tập đoàn AAO không hỗ trợ tài chính cho phụ nữ mang thai.",negative
"Doanh nghiệp AAP bị tố cáo phân biệt đối xử với người khuyết tật.",negative
"Công ty AAQ không công bố thông tin về sử dụng tài nguyên nước.",negative
"Tập đoàn AAR không tổ chức chương trình hỗ trợ học sinh nghèo.",negative
"Doanh nghiệp AAS trì hoãn thực hiện kế hoạch giảm sử dụng nhựa.",negative
"Công ty AAT bị phạt vì sử dụng nguyên liệu không rõ nguồn gốc.",negative
"Tập đoàn AAU không kiểm soát được lượng khí thải nhà máy.",negative
"Doanh nghiệp AAV bị khách hàng khiếu nại về dịch vụ chăm sóc sức khỏe.",negative
"Công ty AAW không đảm bảo an toàn thực phẩm trong nhà ăn công ty.",negative
"Tập đoàn AAX bị phản ánh về điều kiện làm việc không phù hợp.",negative
"Doanh nghiệp AAY không có chương trình đào tạo về đạo đức kinh doanh.",negative
"Công ty AAZ bị phát hiện sử dụng hợp đồng lao động không hợp pháp.",negative
"Tập đoàn ABA không hỗ trợ cộng đồng bị ảnh hưởng bởi dự án khai thác khoáng sản.",negative
"Doanh nghiệp ABB bị phạt vì không tuân thủ quy định an toàn cháy nổ.",negative
"Công ty ABC thiếu minh bạch trong công bố chỉ số ESG.",negative
"Tập đoàn ABD không thực hiện kiểm toán định kỳ về phát triển bền vững.",negative
"Doanh nghiệp ABE bị tố cáo lạm dụng lao động nữ.",negative
"Công ty ABF bị xử phạt vì không công khai báo cáo tài chính ESG.",negative
"Tập đoàn ABG không có chính sách hỗ trợ người lao động nghỉ việc do dịch bệnh.",negative
"Doanh nghiệp ABH trì hoãn công bố báo cáo tác động môi trường.",negative
"Công ty ABI không đảm bảo quyền lợi cho nhân viên hợp đồng ngắn hạn.",negative
"Tập đoàn ABJ bị phát hiện sử dụng vật liệu gây ô nhiễm nguồn nước.",negative
"Doanh nghiệp ABK không hỗ trợ tài chính cho người lao động bị tai nạn.",negative
"Công ty ABL không công khai thông tin về rủi ro môi trường.",negative
"Tập đoàn ABM bị tố cáo về gian lận trong kiểm toán ESG.",negative
"Doanh nghiệp ABN không có chính sách bảo vệ quyền lợi người tiêu dùng.",negative
"Công ty ABO thiếu chương trình đào tạo về quản trị rủi ro.",negative
"Tập đoàn ABP bị xử phạt vì không kiểm soát tiếng ồn công nghiệp.",negative
"Doanh nghiệp ABQ không công khai kết quả kiểm toán nội bộ.",negative
"Công ty ABR trì hoãn triển khai chương trình phát triển bền vững.",negative
"Tập đoàn ABS bị chỉ trích vì không hỗ trợ phát triển cộng đồng.",negative
"Công ty ABT công bố số liệu sử dụng năng lượng tái tạo trong báo cáo ESG.",neutral
"Doanh nghiệp ABU tổ chức hội thảo về quản trị rủi ro tài chính.",neutral
"Công ty ABV lập kế hoạch phát triển bền vững cho ba năm tới.",neutral
"Tập đoàn ABW thực hiện khảo sát về mức độ hài lòng của khách hàng.",neutral
"Doanh nghiệp ABX cập nhật số liệu tiêu thụ nước trong báo cáo hàng năm.",neutral
"Công ty ABY công bố chính sách về bảo vệ dữ liệu cá nhân.",neutral
"Tập đoàn ABZ tổ chức lớp tập huấn về an toàn lao động.",neutral
"Doanh nghiệp ACA phát hành báo cáo cập nhật về tác động xã hội.",neutral
"Công ty ACB ghi nhận số liệu phát thải trong báo cáo thường niên.",neutral
"Tập đoàn ACC cập nhật thông tin về hoạt động thiện nguyện.",neutral
"Doanh nghiệp ACD tổ chức hội thảo về tiêu chuẩn quốc tế ESG.",neutral
"Công ty ACE công bố báo cáo tài chính quý I năm 2026.",neutral
"Tập đoàn ACF lập kế hoạch giảm phát thải khí nhà kính đến năm 2035.",neutral
"Doanh nghiệp ACG thực hiện khảo sát ý kiến cổ đông về quản trị công ty.",neutral
"Công ty ACH tổ chức lớp đào tạo về đạo đức kinh doanh.",neutral
"Tập đoàn ACI phát hành tài liệu hướng dẫn về tiết kiệm năng lượng.",neutral
"Doanh nghiệp ACJ cập nhật chính sách phát triển nguồn nhân lực.",neutral
"Công ty ACK công bố số liệu về đa dạng giới trong doanh nghiệp.",neutral
"Tập đoàn ACL thực hiện đánh giá rủi ro môi trường cho dự án mới.",neutral
"Doanh nghiệp ACM cập nhật kết quả giảm rác thải nhựa.",neutral
"Công ty ACN tổ chức tọa đàm về phát triển bền vững.",neutral
"Tập đoàn ACO phát hành báo cáo về trách nhiệm xã hội doanh nghiệp.",neutral
"Doanh nghiệp ACP công bố kế hoạch hỗ trợ cộng đồng vùng sâu.",neutral
"Công ty ACQ tổ chức lớp tập huấn về phòng cháy chữa cháy.",neutral
"Tập đoàn ACR ghi nhận ý kiến phản hồi của cổ đông về ESG.",neutral
"Doanh nghiệp ACS công bố chỉ số phát thải nhà kính năm nay.",neutral
"Công ty ACT cập nhật số liệu về tái chế rác thải trong báo cáo thường niên.",neutral
"Tập đoàn ACU tổ chức sự kiện truyền thông về tiết kiệm nước.",neutral
"Doanh nghiệp ACV phát hành tài liệu hướng dẫn về đạo đức nghề nghiệp.",neutral
"Công ty ACW cập nhật thông tin về sử dụng năng lượng xanh.",neutral
"Tập đoàn ACX tổ chức hội thảo về phát triển sản phẩm xanh.",neutral
"Mặc dù gặp nhiều thách thức về tài chính nhưng công ty YJ vẫn đầu tư vào hệ thống năng lượng mặt trời nhằm giảm phát thải khí nhà kính.",positive
"Doanh nghiệp YK không chỉ cung cấp suất ăn miễn phí cho học sinh nghèo mà còn hỗ trợ xây dựng thư viện cộng đồng địa phương.",positive
"Tập đoàn YL đào tạo đội ngũ lãnh đạo trẻ và đồng thời áp dụng chính sách đa dạng giới trong quản lý cấp cao.",positive
"Dù chi phí tăng cao, công ty YM vẫn triển khai hoạt động tái chế chất thải nhựa trên toàn bộ nhà máy.",positive
"Doanh nghiệp YN vừa phát động chương trình hiến máu nhân đạo vừa tổ chức lớp học bảo vệ môi trường cho nhân viên.",positive
"Công ty YO xây dựng vườn rau hữu cơ trong khuôn viên và khuyến khích nhân viên tham gia chăm sóc.",positive
"Tập đoàn YP không chỉ đạt chứng nhận ISO về môi trường mà còn tài trợ thiết bị y tế cho vùng sâu.",positive
"Doanh nghiệp YQ phối hợp với các tổ chức phi lợi nhuận để nâng cao ý thức tiết kiệm nước trong cộng đồng.",positive
"Công ty YR triển khai hệ thống lọc nước mới và tặng thiết bị lọc cho các trường học vùng khó khăn.",positive
"Mặc dù quy mô nhỏ, tập đoàn YS vẫn tổ chức các lớp đào tạo về phát triển bền vững cho toàn bộ nhân viên.",positive
"Doanh nghiệp YT vừa hỗ trợ vốn cho phụ nữ khởi nghiệp vừa xây dựng nhà vệ sinh đạt chuẩn tại địa phương.",positive
"Công ty YU hợp tác với các trường đại học để nghiên cứu công nghệ tiết kiệm năng lượng.",positive
"Tập đoàn YV phát động chiến dịch phân loại rác tại nguồn và khen thưởng nhân viên tích cực tham gia.",positive
"Doanh nghiệp YW không chỉ áp dụng mô hình kinh tế tuần hoàn mà còn tích cực truyền thông nội bộ.",positive
"Công ty YX tổ chức các buổi tọa đàm về bình đẳng giới đồng thời cam kết không phân biệt đối xử.",positive
"Tập đoàn YY tiến hành kiểm toán định kỳ về môi trường và công khai toàn bộ kết quả cho cộng đồng.",positive
"Doanh nghiệp YZ hỗ trợ học phí cho con em công nhân và cam kết đảm bảo bình đẳng cơ hội giáo dục.",positive
"Công ty ZA tổ chức lớp huấn luyện an toàn lao động song song với các hoạt động thiện nguyện thường niên.",positive
"Tập đoàn ZB không chỉ giảm lượng phát thải khí CO2 mà còn phát triển hệ thống trồng cây xanh quanh nhà máy.",positive
"Doanh nghiệp ZC duy trì chính sách làm việc linh hoạt và hỗ trợ tài chính cho nhân viên gặp khó khăn.",positive
"Công ty ZD tổ chức chương trình trồng rừng ngập mặn và đồng thời cung cấp kiến thức bảo vệ môi trường cho cư dân.",positive
"Tập đoàn ZE đầu tư vào dự án năng lượng gió mặc dù lợi nhuận trước mắt chưa cao.",positive
"Doanh nghiệp ZF xây dựng khu vui chơi cho trẻ em và kết hợp tuyên truyền phòng chống bạo lực học đường.",positive
"Công ty ZG tích cực tham gia các hoạt động hiến máu nhân đạo và hỗ trợ thiết bị học tập cho trẻ em nghèo.",positive
"Tập đoàn ZH đồng thời áp dụng công nghệ xanh trong sản xuất và khuyến khích nhân viên sử dụng phương tiện công cộng.",positive
"Doanh nghiệp ZI phát động chiến dịch bảo vệ động vật hoang dã và hỗ trợ xây dựng nhà cho người khó khăn.",positive
"Công ty ZJ công bố minh bạch báo cáo môi trường và cam kết nâng cao sự đa dạng trong tuyển dụng.",positive
"Tập đoàn ZK vừa đạt giải thưởng bền vững vừa tổ chức lớp học phòng chống cháy nổ cho nhân viên.",positive
"Doanh nghiệp ZL thực hiện khảo sát ý kiến cư dân về dự án mới và công khai toàn bộ kết quả.",positive
"Công ty ZM tài trợ học bổng cho sinh viên ngành môi trường và phát triển sản phẩm thân thiện thiên nhiên.",positive
"Tập đoàn ZN tổ chức hoạt động dọn rác bờ biển đồng thời hỗ trợ tài chính cho ngư dân.",positive
"Doanh nghiệp ZO vừa áp dụng chính sách làm việc từ xa vừa giám sát hiệu quả tiêu thụ năng lượng.",positive
"Công ty ZP xây dựng khu bảo tồn động vật và đào tạo kỹ năng bảo vệ môi trường cho học sinh.",positive
"Tập đoàn ZQ thúc đẩy bình đẳng giới trong ban lãnh đạo và đầu tư vào công nghệ xanh.",positive
"Doanh nghiệp ZR tổ chức các buổi hội thảo về đạo đức kinh doanh kết hợp hỗ trợ tài chính cho cộng đồng.",positive
"Công ty ZS mở rộng chương trình bảo hiểm sức khỏe và hỗ trợ tâm lý cho nhân viên.",positive
"Tập đoàn ZT khen thưởng cá nhân có sáng kiến xanh và đầu tư vào hệ thống năng lượng tái tạo.",positive
"Doanh nghiệp ZU tài trợ xây nhà cho người dân vùng lũ và phát động phong trào tiết kiệm nước.",positive
"Công ty ZV hỗ trợ trang thiết bị y tế cho bệnh viện vùng sâu và tổ chức lớp học về an toàn lao động.",positive
"Tập đoàn ZW kết hợp phát triển sản phẩm sinh học và tổ chức các hoạt động giáo dục môi trường.",positive
"Doanh nghiệp ZX cung cấp suất ăn miễn phí cho người nghèo và đầu tư vào hệ thống lọc nước sạch.",positive
"Mặc dù đã bị xử phạt trước đó, công ty ZY vẫn tiếp tục xả thải vượt quy chuẩn ra môi trường.",negative
"Doanh nghiệp ZZ thiếu minh bạch trong công bố số liệu phát thải và bị khách hàng phản ánh liên tục.",negative
"Tập đoàn AAA không đảm bảo quyền lợi cho nhân viên nữ và bị tố cáo phân biệt đối xử.",negative
"Công ty AAB trì hoãn thực hiện cam kết giảm phát thải và không hỗ trợ cộng đồng bị ảnh hưởng.",negative
"Doanh nghiệp AAC bị phát hiện sử dụng hóa chất độc hại và không công khai thông tin rủi ro.",negative
"Tập đoàn AAD không có chương trình đào tạo về an toàn lao động và bị phạt vì điều kiện làm việc kém.",negative
"Công ty AAE sử dụng vật liệu không rõ nguồn gốc và gặp nhiều khiếu nại về an toàn sản phẩm.",negative
"Doanh nghiệp AAF không kiểm soát lượng khí thải và bị phạt vì vi phạm quy định môi trường.",negative
"Tập đoàn AAG thiếu chính sách bảo vệ dữ liệu khách hàng và không kiểm toán nội bộ định kỳ.",negative
"Công ty AAH bị xử lý vì không tuân thủ quy định về bảo vệ động vật và sử dụng lao động trẻ em.",negative
"Doanh nghiệp AAI trì hoãn công bố báo cáo ESG và không hỗ trợ tài chính cho người lao động.",negative
"Tập đoàn AAJ không đảm bảo an toàn thực phẩm trong nhà ăn và bị đình chỉ hoạt động sản xuất.",negative
"Công ty AAK bị phát hiện gian lận trong báo cáo tài chính và vi phạm đạo đức kinh doanh.",negative
"Doanh nghiệp AAL không công bố thông tin về phát thải khí nhà kính và bị khách hàng tẩy chay.",negative
"Tập đoàn AAM gặp nhiều phản ánh về điều kiện làm việc nguy hiểm và thiếu hỗ trợ đào tạo.",negative
"Công ty AAN bị tố cáo lạm dụng lao động và không hỗ trợ quyền lợi bảo hiểm.",negative
"Doanh nghiệp AAO không tổ chức kiểm toán độc lập và chậm trễ công bố báo cáo phát triển bền vững.",negative
"Tập đoàn AAP không thực hiện cam kết bảo vệ môi trường và bị phạt vì xả thải ra sông.",negative
"Công ty AAQ thiếu chính sách an toàn thông tin và gặp sự cố rò rỉ dữ liệu khách hàng.",negative
"Doanh nghiệp AAR không hỗ trợ cộng đồng vùng dự án và bị chỉ trích thiếu trách nhiệm xã hội.",negative
"Tập đoàn AAS trì hoãn các chương trình thiện nguyện và không công khai số liệu về đa dạng giới.",negative
"Công ty AAT bị xử phạt vì không kiểm soát tiếng ồn và gây ảnh hưởng đến khu dân cư lân cận.",negative
"Doanh nghiệp AAU không có chính sách phòng chống quấy rối và bị nhân viên phản ánh.",negative
"Tập đoàn AAV thiếu minh bạch trong sử dụng vốn ESG và bị điều tra gian lận.",negative
"Công ty AAW không hỗ trợ người lao động bị tai nạn và không có bảo hiểm y tế phù hợp.",negative
"Doanh nghiệp AAX gặp nhiều khiếu nại về sản phẩm không an toàn và không có biện pháp khắc phục.",negative
"Tập đoàn AAY không tổ chức đào tạo về đạo đức kinh doanh và bị phạt vi phạm pháp luật.",negative
"Công ty AAZ không đảm bảo quyền lợi cho nhân viên hợp đồng ngắn hạn và bị phạt hành chính.",negative
"Doanh nghiệp ABA bị khách hàng khiếu nại về chất lượng dịch vụ và không có chính sách khắc phục.",negative
"Tập đoàn ABB không hỗ trợ phát triển cộng đồng và bị phạt vì vi phạm quy định bảo vệ môi trường.",negative
"Công ty ABC bị phát hiện sử dụng hợp đồng lao động không hợp pháp và không công khai thông tin.",negative
"Doanh nghiệp ABD trì hoãn công bố báo cáo tài chính và không thực hiện kiểm toán định kỳ.",negative
"Tập đoàn ABE không đảm bảo an toàn vệ sinh thực phẩm và bị đình chỉ hoạt động nhà ăn.",negative
"Công ty ABF không thực hiện cam kết giảm sử dụng nhựa và bị phạt vì gây ô nhiễm nước.",negative
"Doanh nghiệp ABG không hỗ trợ tài chính khi nhân viên gặp khó khăn và bị phản ánh liên tục.",negative
"Tập đoàn ABH không công khai báo cáo phát triển bền vững và bị khách hàng tẩy chay.",negative
"Công ty ABI không tổ chức đào tạo về an toàn lao động và bị phạt hành chính nhiều lần.",negative
"Doanh nghiệp ABJ không kiểm soát lượng khí thải và bị xử phạt vì gây ô nhiễm không khí.",negative
"Tập đoàn ABK không có chính sách bảo vệ quyền lợi người tiêu dùng và bị khiếu nại liên tục.",negative
"Mặc dù đã thực hiện nhiều biện pháp tiết kiệm điện, công ty ABL vẫn chưa đạt mục tiêu giảm phát thải.",neutral
"Tập đoàn ABM vừa cập nhật số liệu phát thải khí nhà kính, vừa tổ chức tọa đàm về phát triển bền vững.",neutral
"Doanh nghiệp ABN công bố báo cáo ESG và đồng thời ghi nhận ý kiến phản hồi của cổ đông.",neutral
"Công ty ABO tổ chức lớp tập huấn về phòng cháy chữa cháy nhưng chưa triển khai rộng rãi.",neutral
"Tập đoàn ABP phát hành tài liệu hướng dẫn về đạo đức nghề nghiệp và cập nhật chính sách bảo vệ dữ liệu.",neutral
"Doanh nghiệp ABQ lập kế hoạch hỗ trợ cộng đồng vùng sâu và tổ chức hội thảo về ESG.",neutral
"Công ty ABR ghi nhận số liệu về tiêu thụ nước trong báo cáo nhưng chưa công bố chi tiết.",neutral
"Tập đoàn ABS tổ chức lớp đào tạo về kỹ năng sống cho nhân viên và cập nhật thông tin về đa dạng giới.",neutral
"Doanh nghiệp ABT thực hiện khảo sát ý kiến nhân viên về môi trường làm việc nhưng kết quả chưa được công bố.",neutral
"Công ty ABU cập nhật thông tin về sử dụng năng lượng xanh và phát hành báo cáo tài chính quý.",neutral
"Tập đoàn ABV công bố chỉ số phát thải nhà kính kèm theo thông báo về kế hoạch giảm phát thải.",neutral
"Doanh nghiệp ABW tổ chức sự kiện nâng cao ý thức tiết kiệm nước nhưng chưa có báo cáo kết quả.",neutral
"Công ty ABX cập nhật số liệu tái chế rác thải trong báo cáo thường niên và tổ chức lớp tập huấn về an toàn lao động.",neutral
"Tập đoàn ABY công bố kế hoạch phát triển bền vững trung hạn và tổ chức hội thảo về ESG.",neutral
"Doanh nghiệp ABZ phát hành báo cáo cập nhật về đa dạng giới và tổ chức tọa đàm về phát triển xanh.",neutral
"Công ty ACA ghi nhận số liệu sử dụng năng lượng tái tạo trong báo cáo và lập kế hoạch giảm phát thải.",neutral
"Tập đoàn ACB tổ chức hội thảo về tiêu chuẩn ESG quốc tế và cập nhật kết quả khảo sát ý kiến cổ đông.",neutral
"Doanh nghiệp ACC phát hành tài liệu hướng dẫn về tiết kiệm năng lượng và tổ chức lớp đào tạo về đạo đức kinh doanh.",neutral
"Công ty ACD công bố chính sách bảo vệ quyền lợi khách hàng và cập nhật thông tin về hoạt động thiện nguyện.",neutral
"Tập đoàn ACE thực hiện đánh giá rủi ro môi trường định kỳ và công bố báo cáo tài chính năm nay.",neutral
"Doanh nghiệp ACF tổ chức tọa đàm về phát triển năng lượng sạch và cập nhật số liệu về tiêu thụ nước.",neutral
"Công ty ACG lập kế hoạch hỗ trợ cộng đồng vùng dự án và tổ chức lớp tập huấn về phòng chống cháy nổ.",neutral
"Tập đoàn ACH ghi nhận ý kiến phản hồi của cổ đông về ESG và phát hành báo cáo cập nhật về đa dạng giới.",neutral
"Doanh nghiệp ACI công bố số liệu phát thải nhà kính trong báo cáo thường niên và tổ chức hội thảo về quản trị công ty.",neutral
"Công ty ACJ phát hành tài liệu hướng dẫn sử dụng năng lượng hiệu quả và cập nhật chính sách bảo vệ dữ liệu cá nhân.",neutral
"Tập đoàn ACK tổ chức lớp đào tạo về an toàn lao động và công bố chỉ số phát triển bền vững.",neutral
"Doanh nghiệp ACL cập nhật thông tin về tiêu thụ nước trong sản xuất và tổ chức tọa đàm về phát triển bền vững.",neutral
"Công ty ACM công bố kết quả kiểm toán tài chính năm 2026 và lập kế hoạch giảm sử dụng nhựa.",neutral
"Tập đoàn ACN tổ chức hội thảo về tiêu chuẩn ESG quốc tế và cập nhật số liệu về lượng rác thải tái chế.",neutral
"Doanh nghiệp ACO phát hành báo cáo về trách nhiệm xã hội doanh nghiệp và tổ chức lớp tập huấn về đạo đức nghề nghiệp.",neutral
"Công ty ACR tổ chức lớp học kỹ năng mềm cho nhân viên và cam kết không phân biệt đối xử.",positive
"Tập đoàn ACS đầu tư vào hệ thống năng lượng mặt trời và hỗ trợ tài chính cho cộng đồng.",positive
"Doanh nghiệp ACT phát động chiến dịch giảm rác thải nhựa tại văn phòng.",positive
"Công ty ACU xây dựng chương trình hỗ trợ học sinh nghèo và tổ chức lớp học về môi trường.",positive
"Tập đoàn ACV hợp tác với tổ chức quốc tế để phát triển công nghệ xanh.",positive
"Doanh nghiệp ACW tổ chức lớp tập huấn về an toàn thực phẩm và tặng sách giáo khoa cho trẻ em vùng sâu.",positive
"Công ty ACX phát triển sản phẩm thân thiện môi trường và đầu tư vào giáo dục cộng đồng.",positive
"Tập đoàn ACY tổ chức hội thảo về quản trị ESG và hỗ trợ xây nhà cho người khó khăn.",positive
"Doanh nghiệp ACZ khuyến khích nhân viên tham gia các hoạt động thiện nguyện.",positive
"Công ty ADA tổ chức lớp học về biến đổi khí hậu cho học sinh và đầu tư vào hệ thống lọc nước.",positive
"Tập đoàn ADB không chỉ giảm lượng khí thải mà còn phát triển khu vực xanh trong khu công nghiệp.",positive
"Doanh nghiệp ADC tổ chức lớp đào tạo về đạo đức kinh doanh và khuyến khích sử dụng phương tiện công cộng.",positive
"Công ty ADD hỗ trợ thiết bị học tập cho trẻ em nghèo và tổ chức thảo luận về năng lượng tái tạo.",positive
"Tập đoàn ADE phát triển sản phẩm không chứa hóa chất độc hại và đạt chứng nhận quốc tế về bền vững.",positive
"Doanh nghiệp ADF cung cấp suất ăn miễn phí cho nhân viên và tổ chức lớp học về an toàn lao động.",positive
"Công ty ADG áp dụng công nghệ tiết kiệm nước trong sản xuất và tổ chức các buổi truyền thông về ESG.",positive
"Tập đoàn ADH tặng xe đạp cho học sinh nghèo và phát động chương trình bảo vệ đa dạng sinh học.",positive
"Doanh nghiệp ADI tổ chức lớp học kỹ năng sống cho nhân viên và hỗ trợ tài chính cho phụ nữ.",positive
"Công ty ADJ hỗ trợ xây dựng cầu đường cho cộng đồng và cam kết minh bạch trong báo cáo ESG.",positive
"Tập đoàn ADK mở rộng chương trình bảo hiểm sức khỏe và tổ chức lớp học phòng chống cháy nổ.",positive
"Doanh nghiệp ADL bị xử lý vì không kiểm soát lượng khí thải.",negative
"Công ty ADM không hỗ trợ cộng đồng bị ảnh hưởng bởi dự án và bị phạt vì điều kiện làm việc kém.",negative
"Tập đoàn ADN bị tố cáo sử dụng lao động trẻ em và không công bố số liệu phát thải.",negative
"Doanh nghiệp ADO không tổ chức đào tạo về an toàn lao động.",negative
"Công ty ADP bị phát hiện sử dụng vật liệu không thân thiện môi trường.",negative
"Tập đoàn ADQ trì hoãn công bố báo cáo ESG và không có chính sách bảo vệ quyền lợi người lao động.",negative
"Doanh nghiệp ADR bị phạt vì không tuân thủ quy định phòng cháy chữa cháy.",negative
"Công ty ADS thiếu minh bạch trong báo cáo tài chính ESG.",negative
"Tập đoàn ADT bị chỉ trích vì không hỗ trợ tài chính cho nhân viên.",negative
"Doanh nghiệp ADU không kiểm soát được lượng khí thải và không công khai thông tin rủi ro môi trường.",negative
"Công ty ADV bị khách hàng phản ánh về sản phẩm gây hại sức khỏe.",negative
"Tập đoàn ADW thiếu chương trình đào tạo về quản trị rủi ro.",negative
"Doanh nghiệp ADX không tổ chức lớp học về đạo đức kinh doanh.",negative
"Công ty ADY không hỗ trợ tài chính cho người lao động bị tai nạn.",negative
"Tập đoàn ADZ bị xử phạt vì không kiểm soát tiếng ồn.",negative
"Doanh nghiệp AEA không đảm bảo quyền lợi cho nhân viên hợp đồng ngắn hạn.",negative
"Công ty AEB bị khách hàng kiện vì điều kiện làm việc không an toàn.",negative
"Tập đoàn AEC không thực hiện cam kết giảm sử dụng nhựa.",negative
"Doanh nghiệp AED không tổ chức chương trình bảo vệ động vật hoang dã.",negative
"Công ty AEE bị phát hiện gian lận trong báo cáo phát triển bền vững.",negative
"Tập đoàn AEF công bố chỉ số phát thải nhà kính và tổ chức hội thảo về đạo đức kinh doanh.",neutral
"Doanh nghiệp AEG cập nhật số liệu tái chế rác thải trong báo cáo thường niên.",neutral
"Công ty AEH tổ chức tọa đàm về phát triển năng lượng sạch và lập kế hoạch phát triển ESG.",neutral
"Tập đoàn AEI phát hành tài liệu hướng dẫn về tiết kiệm năng lượng.",neutral
"Doanh nghiệp AEJ ghi nhận ý kiến phản hồi của cổ đông về quản trị công ty.",neutral
"Công ty AEK công bố báo cáo tài chính kèm chỉ số ESG.",neutral
"Tập đoàn AEL tổ chức lớp học kỹ năng mềm cho nhân viên.",neutral
"Doanh nghiệp AEM cập nhật thông tin về tiêu thụ nước trong sản xuất.",neutral
"Công ty AEN tổ chức lớp đào tạo về phòng chống cháy nổ.",neutral
"Tập đoàn AEO phát hành báo cáo về trách nhiệm xã hội doanh nghiệp.",neutral
"Doanh nghiệp AEP công bố kế hoạch hỗ trợ cộng đồng vùng sâu.",neutral
"Công ty AEQ tổ chức lớp tập huấn về đạo đức nghề nghiệp.",neutral
"Tập đoàn AER ghi nhận số liệu phát thải trong báo cáo thường niên.",neutral
"Doanh nghiệp AES tổ chức sự kiện truyền thông về tiết kiệm nước.",neutral
"Công ty AET cập nhật kết quả giảm rác thải nhựa.",neutral
"Tập đoàn AEU tổ chức hội thảo về tiêu chuẩn ESG quốc tế.",neutral
"Doanh nghiệp AEV phát hành báo cáo cập nhật về đa dạng giới.",neutral
"Công ty AEW công bố thông tin về sử dụng năng lượng xanh.",neutral
"Tập đoàn AEX tổ chức hội thảo về phát triển sản phẩm xanh.",neutral
"Doanh nghiệp AEY phát hành tài liệu hướng dẫn về đạo đức kinh doanh.",neutral
"Công ty AEZ tổ chức lớp đào tạo về an toàn lao động.",neutral
"Tập đoàn AFA lập kế hoạch đánh giá rủi ro môi trường cho dự án mới.",neutral
"Doanh nghiệp AFB cập nhật số liệu về lượng rác thải tái chế.",neutral
"Công ty AFC cập nhật thông tin về hoạt động thiện nguyện trong năm.",neutral
"Tập đoàn AFD tổ chức hội thảo chia sẻ kinh nghiệm phát triển xanh.",neutral
"Doanh nghiệp AFE công bố danh sách đối tác bền vững.",neutral
